Date,Value
2011-03-29,1417.5
2011-03-28,1417.0
2011-03-25,1436.0
2011-03-24,1447.0
2011-03-23,1439.5
2011-03-22,1426.0
2011-03-21,1432.0
2011-03-18,1420.0
2011-03-17,1403.8
2011-03-16,1402.0
2011-03-15,1400.5
2011-03-14,1422.3
2011-03-11,1411.5
2011-03-10,1413.3
2011-03-09,1431.0
2011-03-08,1426.3
2011-03-07,1437.5
2011-03-04,1427.0
2011-03-03,1421.5
2011-03-02,1435.5
2011-03-01,1420.8
2011-02-28,1411.0
2011-02-25,1402.5
2011-02-24,1411.5
2011-02-23,1409.3
2011-02-22,1401.0
2011-02-21,1403.0
2011-02-18,1383.5
2011-02-17,1379.0
2011-02-16,1371.3
2011-02-15,1372.8
2011-02-14,1365.0
2011-02-11,1364.0
2011-02-10,1353.3
2011-02-09,1365.0
2011-02-08,1363.5
2011-02-07,1347.5
2011-02-04,1355.0
2011-02-03,1328.0
2011-02-02,1337.0
2011-02-01,1331.5
2011-01-31,1327.0
2011-01-28,1319.0
2011-01-27,1334.5
2011-01-26,1328.0
2011-01-25,1324.0
2011-01-24,1343.0
2011-01-21,1343.5
2011-01-20,1345.5
2011-01-19,1372.0
2011-01-18,1369.5
2011-01-17,1360.5
2011-01-14,1367.0
2011-01-13,1381.5
2011-01-12,1378.8
2011-01-11,1374.0
2011-01-10,1368.3
2011-01-07,1367.0
2011-01-06,1368.5
2011-01-05,1368.0
2011-01-04,1388.5
2011-01-03,1405.5
2010-12-31,1405.5
2010-12-30,1405.5
2010-12-29,1412.5
2010-12-28,1373.5
2010-12-27,1373.5
2010-12-24,1373.5
2010-12-23,1373.5
2010-12-22,1387.0
2010-12-21,1383.0
2010-12-20,1380.0
2010-12-17,1368.5
2010-12-16,1363.0
2010-12-15,1388.8
2010-12-14,1394.5
2010-12-13,1399.0
2010-12-10,1375.3
2010-12-09,1391.3
2010-12-08,1385.5
2010-12-07,1420.0
2010-12-06,1415.3
2010-12-03,1403.5
2010-12-02,1389.0
2010-12-01,1385.5
2010-11-30,1383.5
2010-11-29,1357.0
2010-11-26,1355.0
2010-11-25,1373.3
2010-11-24,1372.5
2010-11-23,1377.5
2010-11-22,1356.5
2010-11-19,1342.5
2010-11-18,1350.3
2010-11-17,1337.5
2010-11-16,1349.0
2010-11-15,1368.5
2010-11-12,1388.5
2010-11-11,1398.5
2010-11-10,1390.5
2010-11-09,1421.0
2010-11-08,1388.5
2010-11-05,1395.5
2010-11-04,1381.0
2010-11-03,1345.5
2010-11-02,1351.0
2010-11-01,1354.5
2010-10-29,1346.8
2010-10-28,1333.5
2010-10-27,1324.5
2010-10-26,1329.5
2010-10-25,1337.5
2010-10-22,1322.5
2010-10-21,1343.5
2010-10-20,1339.0
2010-10-19,1339.0
2010-10-18,1367.3
2010-10-15,1367.5
2010-10-14,1373.3
2010-10-13,1365.5
2010-10-12,1348.5
2010-10-11,1351.5
2010-10-08,1341.5
2010-10-07,1345.0
2010-10-06,1346.5
2010-10-05,1330.5
2010-10-04,1313.5
2010-10-01,1316.3
2010-09-30,1307.0
2010-09-29,1307.5
2010-09-28,1294.0
2010-09-27,1297.0
2010-09-24,1297.0
2010-09-23,1290.8
2010-09-22,1293.5
2010-09-21,1275.0
2010-09-20,1279.3
2010-09-17,1274.0
2010-09-16,1272.5
2010-09-15,1267.0
